ticker,date,ebitda,earningsPerShare,profitMargin,beta,revenue,targetPrice
CWH,2024-12-05,249551008,-0.66,-0.00397,2.517,6004843008,28.09091
CWK,2024-12-05,466300000,0.38,0.0094099995,1.307,9369400320,15.21429
CWST,2024-12-05,321988000,0.11,0.0046,0.995,1489363968,113.89
CWT,2024-12-05,403963008,3.46,0.19558,0.489,1029123008,58.0
CXAI,2024-12-05,-11388000,1.84,,,7200000,5.0
CXDO,2024-12-05,3758000,0.05,0.02095,1.148,58762000,7.4125
CXM,2024-12-05,43499000,0.15,0.06538,0.764,773697984,10.20833
CXT,2024-12-05,349600000,3.05,0.121829994,,1444600064,78.16667
CYBN,2024-12-05,-86204000,-6.08,,0.885,,145.8055
CYBR,2024-12-05,-32595000,0.3,0.01382,1.127,909462016,343.26343
CYCC,2024-12-05,-20185000,-27.4,,0.557,80000,1.0
CYCN,2024-12-05,,-2.08,,1.924,,
CYD,2024-12-05,1065934528,1.17,0.01811,1.024,19181770752,14.1
CYH,2024-12-05,1204999936,-3.02,-0.03179,1.605,12551000064,4.9
CYN,2024-12-05,-22525290,-29.23,,-1.901,79744,12.0
CYRX,2024-12-05,-39384000,-3.39,-0.70084,1.633,226112992,11.33333
CYTH,2024-12-05,-21140932,-0.9,,-0.381,1132430,0.95
CYTK,2024-12-05,-511143008,-5.38,,0.783,3219000,80.5625
CYTO,2024-12-05,,1.82,,2.442,,4.502
CZFS,2024-12-05,,5.81,0.27876,0.494,98201000,60.0
CZNC,2024-12-05,,1.44,0.21634,0.448,101899000,21.5
CZR,2024-12-05,3668000000,-1.68,-0.03203,2.962,11271000064,53.08824
CZWI,2024-12-05,,1.43,0.24455,1.079,60282000,16.5
D,2024-12-05,7032000000,2.71,0.16946,0.596,14593000448,59.24235
DAC,2024-12-05,669256000,28.89,0.56162,,1005246016,101.0
DAIO,2024-12-05,-1019000,-0.2,-0.07533,0.958,23458000,
DAKT,2024-12-05,87579000,0.63,0.01291,1.149,811640000,17.0
DAL,2024-12-05,8415000064,7.21,0.07712,1.341,60307001344,74.51909
DALN,2024-12-05,1550000,-1.13,-0.026819998,0.75,131645000,
DAN,2024-12-05,770000000,-0.11,-0.00153,2.304,10442999808,12.0
DAR,2024-12-05,862187008,1.62,0.04423,1.232,5911564800,51.70077
DARE,2024-12-05,-26704360,-0.58,-2.53602,1.34,2839625,21.33333
DASH,2024-12-05,84000000,-0.42,-0.01694,1.671,10151999488,173.37675
DATS,2024-12-05,-6894039,-1.89,,2.268,628,
DAVE,2024-12-05,17811000,3.05,0.12915,2.836,319355008,102.85714
DAWN,2024-12-05,-205504000,-0.97,-0.82678,-1.518,101953000,37.0
DAY,2024-12-05,252100000,0.34,0.03122,1.271,1694499968,82.50667
DB,2024-12-05,,2.0,0.16149001,1.112,27630999552,
DBD,2024-12-05,405100000,-17.27,5e-05,,3799000064,57.5
DBGI,2024-12-05,-5798174,-6.71,-1.0253501,1.141,13019275,
DBI,2024-12-05,88737000,-0.03,-0.00162,2.059,3059173120,5.75
DBX,2024-12-05,611500032,1.73,0.22712,0.607,2539599872,27.75
DC,2024-12-05,-37410144,-0.42,,,,6.625
DCBO,2024-12-05,21289000,0.57,0.08628,1.361,209170000,58.3
DCGO,2024-12-05,65278276,0.29,0.044359997,0.888,694968320,22.82757
DCI,2024-12-05,647500032,3.44,0.115439996,1.047,3586299904,75.83333
DCO,2024-12-05,93751000,2.0,0.03817,1.39,781489984,84.5
DCOM,2024-12-05,,1.5,0.20975,1.108,313736992,40.0
DCTH,2024-12-05,-35919000,-1.17,,0.76,11878000,21.33333
DD,2024-12-05,2977999872,1.28,0.06553,1.338,12192000000,96.0
DDC,2024-12-05,-10869085,-1.02,-0.19742,,213536352,1.0
DDD,2024-12-05,-67647000,-3.94,-0.76436996,1.654,454796000,3.1875
DDOG,2024-12-05,115851000,0.55,0.07576,1.095,2536197120,152.927
DDS,2024-12-05,978633984,38.77,0.09782,0.882,6750550016,332.33334
DE,2024-12-05,14364000256,25.64,0.14698,0.935,55955001344,458.2941
DEC,2024-12-05,493308992,2.78,0.20457001,0.147,699472000,19.5
DECA,2024-12-05,,0.17,,0.331,,
DECK,2024-12-05,1145432064,5.65,0.18799,1.053,4656732160,191.5362
DELL,2024-12-05,8725999616,5.65,0.04325,0.954,91838996480,149.71793
DENN,2024-12-05,65097000,0.33,0.03902,2.029,453012992,7.92857
DERM,2024-12-05,-14757000,-0.92,-0.31739,,57771000,10.0
DESP,2024-12-05,132742304,0.08,0.032980002,1.97,740515968,19.0
DEVS,2024-12-05,-8437356,-0.26,,0.061,,
DFH,2024-12-05,423904992,3.02,0.07646,1.93,4028850944,31.0
DFIN,2024-12-05,147800000,3.19,0.12056,1.381,802099968,75.0
DFLI,2024-12-05,-20253000,-3.78,-0.58967996,-0.816,52040000,15.1875
DFS,2024-12-05,,12.42,0.27306,1.402,11685999616,168.41667
DG,2024-12-05,3025478912,6.43,0.03568,0.449,39676977152,93.5075
DGHI,2024-12-05,1749145,-0.55,-0.24538,7.208,38327380,2.5
DGICA,2024-12-05,35012180,0.75,0.02542,-0.08,979118976,16.5
DGICB,2024-12-05,35012180,0.75,0.02542,-0.08,979118976,
DGII,2024-12-05,81291656,0.61,0.05307,,424046016,37.1
DGLY,2024-12-05,-16474040,-7.1,-0.8628,0.869,23417110,
DGX,2024-12-05,1804999936,7.44,0.08816,0.891,9539000320,167.2925
DH,2024-12-05,33206000,-3.09,-1.4238299,1.335,255846000,5.27778
DHAI,2024-12-05,-1343000,-0.32,-0.09087,-0.646,67615000,
DHI,2024-12-05,6202899968,14.34,0.12925,1.744,36801400832,189.96875
DHIL,2024-12-05,36319592,17.61,0.33883,0.949,145795440,
DHR,2024-12-05,7511000064,5.29,0.16393,0.881,23741999104,290.12918
DHT,2024-12-05,296134016,1.0,0.27717,-0.397,583758016,13.7875
DHX,2024-12-05,27640000,0.03,0.01766,1.041,146578000,4.5
DIBS,2024-12-05,-23940000,-0.42,-0.18937999,0.981,86409000,8.0
DIN,2024-12-05,220763008,6.01,0.113970004,1.73,813838016,41.42857
DINO,2024-12-05,1034617024,1.73,0.011039999,1.162,29740251136,51.58929
DIOD,2024-12-05,195647008,1.32,0.04718,1.32,1294520960,69.33333
DIS,2024-12-05,16750999552,2.71,0.053049996,1.398,90027999232,121.60964
DIST,2024-12-05,,0.11,,,,
DIT,2024-12-05,27475692,7.15,0.00202,0.541,2141481088,
DJCO,2024-12-05,8263000,32.59,0.62702,0.908,71608000,
DJT,2024-12-05,-142618000,-0.43,,5.593,3369800,
DK,2024-12-05,180700000,-5.65,-0.02246,1.144,13870799872,20.5
DKNG,2024-12-05,-191104000,-0.87,-0.090550005,1.819,4605784064,50.87686
DKS,2024-12-05,1909431040,13.99,0.08464,1.667,13410594816,238.74826
DLB,2024-12-05,322076992,2.69,0.16867,0.978,1259476992,100.0
DLHC,2024-12-05,43417000,0.17,0.00617,1.165,401038016,15.0
DLO,2024-12-05,150267008,0.4,0.16347,,729488000,11.0
DLPN,2024-12-05,-965863,-3.3,-0.31538,1.959,48891700,5.0
DLTH,2024-12-05,20608000,-0.45,-0.02352,1.339,642126016,4.0
DLTR,2024-12-05,2604699904,-4.7,-0.0344,0.874,30966300672,85.0484
DLX,2024-12-05,407863008,1.24,0.025799999,1.452,2138578944,30.75
DM,2024-12-05,-59851000,-11.15,-2.17203,0.598,168283008,5.0
DMAC,2024-12-05,-22350000,-0.56,,1.456,,7.0
DMRC,2024-12-05,-38121000,-1.93,-1.0598301,1.679,38595000,34.0
DMYY,2024-12-05,,-0.01,,,,
DNA,2024-12-05,-525771008,-12.89,-2.98778,,217951008,8.2
DNB,2024-12-05,627299968,-0.08,-0.014579999,1.151,2380199936,14.37
DNLI,2024-12-05,-511854016,-2.76,,1.394,,42.07692
DNMR,2024-12-05,-69699000,-40.4,,1.628,39745000,5.5
DNN,2024-12-05,-47090000,-0.02,,1.884,3945000,4.3
DNOW,2024-12-05,172000000,1.87,0.086969994,1.451,2356999936,15.66667
DNTH,2024-12-05,-82814000,7.22,,,5366000,51.8
DNUT,2024-12-05,145963008,0.16,0.01644,1.39,1712279040,15.06
DOC,2024-12-05,1400305024,0.49,0.12109999,1.117,2556112896,25.61765
DOCN,2024-12-05,228971008,0.86,0.1086,1.829,756563968,40.72727
DOCS,2024-12-05,207892000,0.87,0.33686,1.296,516848992,55.25
DOCU,2024-12-05,190767008,4.72,0.34564,0.898,2858473984,69.19056
DOGZ,2024-12-05,-3683693,-0.55,-0.40785,1.221,14847902,
DOLE,2024-12-05,344233984,1.97,0.02231,,8380133888,16.875
DOMH,2024-12-05,-14179000,-3.86,-1.80221,,12589000,
DOMO,2024-12-05,-61480000,-2.16,-0.25315002,2.443,318368992,9.8
DOOO,2024-12-05,1173299968,2.34,0.02773,2.308,9033199616,96.71025
DORM,2024-12-05,399360000,5.98,0.09432,0.826,1969720960,138.5
DOUG,2024-12-05,-49546000,-1.02,-0.088120006,1.378,966441984,3.2
DOV,2024-12-05,1765938048,11.02,0.18378,1.218,8474512896,213.64
DOW,2024-12-05,4851999744,1.5,0.02464,1.222,43179999232,56.33333
DOX,2024-12-05,949761984,4.25,0.09854,0.747,5004988928,100.32875
DPCS,2024-12-05,,0.01,,0.029,,
DPRO,2024-12-05,-15414729,-3.76,,1.651,6116888,8.404
DPZ,2024-12-05,921121024,16.25,0.122609995,0.859,4665474048,480.6487
DRCT,2024-12-05,-6949000,-1.93,-0.02446,7.441,144612992,5.25
DRI,2024-12-05,1789500032,8.66,0.091120005,1.309,11416399872,182.03345
DRIO,2024-12-05,-53551000,-0.93,-2.05622,,23052000,3.5
DRMA,2024-12-05,,-13.36,,0.792,,6.0
DRRX,2024-12-05,-24930000,-0.64,-1.87837,1.133,8411000,6.75
DRS,2024-12-05,379000000,0.74,0.062280003,,3179000064,37.0
DRTS,2024-12-05,-35224000,-0.43,,0.771,,8.75
DRUG,2024-12-05,,-0.63,,1.132,,
DRVN,2024-12-05,480092000,,0.0027200002,1.118,2329147904,18.40909
DSGN,2024-12-05,-60225000,-0.85,,1.833,,7.0
DSGR,2024-12-05,116424000,0.02,0.00131,0.376,1728880000,43.0
DSGX,2024-12-05,247395008,1.58,0.21028,0.736,607697024,121.43615
DSP,2024-12-05,14808000,0.08,0.00471,0.716,263587008,19.16667
DSS,2024-12-05,-15640000,-9.64,-2.25156,1.838,19276000,
DSWL,2024-12-05,5395000,0.65,0.11113,0.466,69368000,
DSX,2024-12-05,97195000,0.05,0.06813,1.133,235724992,4.0
DSY,2024-12-05,1885722,0.01,0.075100005,,7984260,
DT,2024-12-05,191492992,0.54,0.10444,1.053,1563293056,61.68387
DTC,2024-12-05,-3032000,-3.35,-0.42029998,2.553,476331008,2.006
DTCK,2024-12-05,164000,0.02,0.0029300002,,159836000,
DTE,2024-12-05,3448000000,7.37,0.12332,0.683,12414999552,136.45375
DTI,2024-12-05,38693000,0.24,0.054619998,,149788992,6.0
DTIL,2024-12-05,-11977000,0.4,0.114829995,1.693,75096000,35.75
DTM,2024-12-05,701000000,4.11,0.41189,0.738,976000000,98.66667
DTSQ,2024-12-05,,0.05,,,,
DTSS,2024-12-05,-11630907,-4.75,-0.47452,0.622,23975868,
DTST,2024-12-05,937311,0.02,0.00857,0.719,25321700,9.0
DUET,2024-12-05,,0.08,,0.059,,
DUK,2024-12-05,14106000384,5.57,0.14534001,0.457,29750999040,123.88941
DUO,2024-12-05,-264348000,-3.09,-0.30882,1.297,271438016,
DUOL,2024-12-05,63579000,1.82,0.12587,0.787,689459008,327.23083
DUOT,2024-12-05,-11167803,-1.42,-2.13995,1.108,5638027,8.0
DV,2024-12-05,120208000,0.38,0.103269994,0.9,638459008,22.27778
DVA,2024-12-05,2657765120,9.28,0.06534,0.887,12666613760,156.90222
DVAX,2024-12-05,-1623000,0.15,0.07852,1.342,260810000,24.6
DVN,2024-12-05,7622000128,5.4,0.23429,2.071,14529000448,51.03704
DWSN,2024-12-05,2896000,-0.16,-0.0548,0.758,91315000,
DWTX,2024-12-05,,-6.32,,,,13.83333
DXC,2024-12-05,1403000064,0.18,0.0018099999,1.686,13262000128,22.098
DXCM,2024-12-05,840400000,1.65,0.17218,1.173,3953999872,95.26333
DXLG,2024-12-05,34993000,0.15,0.031070001,1.334,496639008,3.0
DXPE,2024-12-05,169700000,3.88,0.037469998,1.605,1738169984,75.0
DXR,2024-12-05,,1.16,10.94001,-0.541,154205,23.375
DXYZ,2024-12-05,,,,,,
DY,2024-12-05,526864992,7.61,0.0537,1.438,4434046976,218.75
DYAI,2024-12-05,,-0.23,,0.721,1804108,7.5
DYCQ,2024-12-05,,0.17,,,,
DYN,2024-12-05,-312844000,-3.58,,1.095,,50.81818
EA,2024-12-05,1890000000,3.9,0.14118,0.781,7408999936,161.38417
EAF,2024-12-05,-24904000,-1.16,-0.55214,0.95,541710016,1.925
EAST,2024-12-05,-3775929,-4.35,-0.68371004,1.745,10348000,
EAT,2024-12-05,481400000,4.09,0.04109,2.48,4541599744,108.8125
EB,2024-12-05,-20574000,-0.08,-0.02418,2.292,336368000,5.3
EBAY,2024-12-05,2619000064,3.97,0.19677,1.337,10266000384,61.93929
EBC,2024-12-05,,0.53,0.61926,0.883,609260032,19.0
EBF,2024-12-05,68865000,1.57,0.10155,0.417,404200992,26.0
EBMT,2024-12-05,,1.09,0.106309995,0.508,80038000,17.5
EBON,2024-12-05,-46778408,-5.6,,1.777,3591648,
EBS,2024-12-05,-4800000,-3.91,-0.18552,1.574,1125500032,12.0
EBTC,2024-12-05,,2.9,0.21882999,0.523,164115008,
ECBK,2024-12-05,,0.39,0.13492,0.763,24711000,
ECDA,2024-12-05,870140,-0.09,-0.116289996,,25728408,8.0
ECG,2024-12-05,219240000,2.49,0.05336,,2725765120,66.33333
ECL,2024-12-05,3538599936,7.14,0.13045,1.141,15674600448,274.72
ECO,2024-12-05,208301696,3.63,0.29253,,399710816,44.0
ECOR,2024-12-05,-13467000,-1.74,-0.66844004,0.562,21281000,26.5
ECPG,2024-12-05,363688992,-7.83,-0.13906999,1.559,1328129024,62.25
ECVT,2024-12-05,187772992,0.45,0.07722,0.971,695340032,9.85714
ECX,2024-12-05,-972323008,-0.49,-0.21867001,0.327,5461547008,4.14
ED,2024-12-05,5555999744,5.32,0.12267999,0.353,15031000064,99.8
EDBL,2024-12-05,-7742000,-18.61,-0.85150003,1.918,14774000,0.5
EDIT,2024-12-05,-222627008,-2.54,,2.006,61759000,8.5
EDR,2024-12-05,609128000,-0.59,-0.08046,0.771,7481692160,27.5
EDRY,2024-12-05,17784284,-2.22,-0.041149996,0.804,57770016,26.66667
EDSA,2024-12-05,-8270169,-19.78,,0.838,,20.5
EDTK,2024-12-05,-1925679,-0.31,-2.36219,-0.279,1999056,
EDUC,2024-12-05,-5066800,-0.32,-0.06424,1.077,42415800,
EE,2024-12-05,298009984,1.0,0.03141,1.28,816929024,27.9
EEFT,2024-12-05,610700032,6.88,0.08464,1.455,3900199936,126.75
EEIQ,2024-12-05,-7605777,-0.6,-1.12677,0.877,6454461,
EEX,2024-12-05,96700000,-0.56,-0.05286,1.393,393500000,7.9
EFOI,2024-12-05,-2788000,-0.39,-0.45194998,1.774,6118000,
EFSC,2024-12-05,,4.72,0.30587,0.977,591630976,63.0
EFSH,2024-12-05,-7334946,-23460.85,-0.6198,0.488,68768976,
EFX,2024-12-05,1697699968,4.51,0.100659996,1.594,5588199936,311.6555
EFXT,2024-12-05,303227232,-0.64,-0.043,1.7,2373375232,10.375
EG,2024-12-05,,64.09,0.16853,0.629,16436500480,428.75
EGAN,2024-12-05,5437000,0.19,0.06454,0.441,90426000,9.5
EGBN,2024-12-05,,-1.39,-0.17392999,1.063,242056992,28.33333
EGHT,2024-12-05,21580000,-0.56,-0.09679,1.545,719564032,3.09091
EGO,2024-12-05,574297984,1.41,0.23161,1.233,1193730944,20.65
EGY,2024-12-05,307379008,0.86,0.17933,1.186,506420992,9.16667
EHAB,2024-12-05,70200000,-2.33,-0.11241999,1.379,1037200000,8.65
EHC,2024-12-05,1124199936,4.25,0.081,0.78,5215000064,115.66667
EHGO,2024-12-05,1298157,,0.00051,,16963956,
EHTH,2024-12-05,-18179000,-2.62,-0.07579,0.48,464891008,6.625
EIG,2024-12-05,176300000,5.31,0.15273,0.244,889800000,56.0
EIX,2024-12-05,6444000256,3.42,0.07632,0.935,17321000960,90.11316
EJH,2024-12-05,-15638917,-239.35,-0.3825,2.263,50685312,
EKSO,2024-12-05,-10037000,-0.64,-0.62951,1.478,17682000,5.5
EL,2024-12-05,2438000128,0.56,0.01314,1.044,15450999808,81.48889
ELA,2024-12-05,9317227,0.25,0.03897,0.254,165946528,8.0
ELAB,2024-12-05,-4782589,-88.92,-1.9207699,,2473337,
ELAN,2024-12-05,875000000,0.41,0.04603,1.417,4454000128,17.45455
ELBM,2024-12-05,,-1.0,,1.947,,1.75233
ELDN,2024-12-05,,0.73,,,,12.5
ELEV,2024-12-05,-41978000,-0.8,,1.249,,7.0
ELF,2024-12-05,164896992,1.86,0.088690005,1.436,1217638016,157.28
ELLO,2024-12-05,11159000,-0.24,-0.10836001,1.239,43291000,
ELMD,2024-12-05,7422000,0.72,0.094119996,0.264,54716000,33.0
ELSE,2024-12-05,-5000,0.13,0.02377,0.414,8834000,
ELTK,2024-12-05,7878000,0.85,0.12853,0.459,46431000,18.0
ELTX,2024-12-05,-40998000,-3.44,,,,9.5
ELUT,2024-12-05,-18652000,-2.35,-2.61076,0.76,24987000,9.0
ELV,2024-12-05,11347999744,27.49,0.03688,0.853,174015004672,520.1216
ELVA,2024-12-05,2597000,0.02,0.01196,1.376,49490000,7.2
ELVN,2024-12-05,-98775000,-1.89,,,,37.16667
EMBC,2024-12-05,230400000,1.34,0.06229,0.936,1118899968,21.05
EMCG,2024-12-05,,0.23,,0.007,,
EME,2024-12-05,1375430016,19.66,0.06508,1.069,14235318272,540.0
EMKR,2024-12-05,-12156000,-7.71,-0.76641,1.574,90961000,3.1
EML,2024-12-05,27637784,2.0,-0.02224,1.012,284461280,
EMN,2024-12-05,1684000000,7.46,0.09471,1.459,9344000000,116.42105
EMR,2024-12-05,4614000128,2.82,0.11251,1.292,17492000768,136.65846
EMX,2024-12-05,7067000,-0.03,-0.13726,0.848,26818000,9.744
ENB,2024-12-05,14581999616,2.09,0.13725,0.91,48554000384,61.9702
ENFN,2024-12-05,18527000,0.04,0.01704,0.934,195159008,9.61125
ENG,2024-12-05,-4216000,-1.33,-0.24631001,1.461,28773000,
ENGN,2024-12-05,-54995000,-2.79,,-0.757,,28.125
ENLT,2024-12-05,204099008,0.44,0.18614,0.675,307240000,19.4
ENLV,2024-12-05,-17893000,-0.98,,1.105,,9.5
ENOV,2024-12-05,296423008,-2.21,-0.05955,1.997,2001667968,66.3
ENPH,2024-12-05,102900000,0.46,0.04912,1.767,1250240000,96.97889
ENR,2024-12-05,569600000,0.52,0.0035299999,1.03,2892400128,37.66667
ENS,2024-12-05,513561984,7.05,0.08249,1.246,3508854016,115.19667
ENSC,2024-12-05,,-1.94,,0.639,1437932,6.8
ENSG,2024-12-05,359992992,4.14,0.05841,0.95,4108611072,169.5
ENTA,2024-12-05,-120341000,-5.48,-1.6026801,0.568,71960000,18.125
ENTG,2024-12-05,897284992,1.51,0.071329996,1.244,3203662080,130.11539
ENTO,2024-12-05,-19989668,14.17,,1.221,,36.0
ENTX,2024-12-05,-9163000,-0.26,,,99000,10.0
ENV,2024-12-05,155132992,-4.78,-0.19563,1.25,1336803968,63.1
ENVA,2024-12-05,,6.28,0.15419,1.426,1170787968,105.14286
ENVB,2024-12-05,-9866837,-2.42,,0.469,,
ENVX,2024-12-05,-137496992,-1.45,,1.978,20738000,27.25
ENZ,2024-12-05,-11093000,-0.19,-0.81731004,0.729,31907000,
EOG,2024-12-05,13168000000,12.4,0.2992,1.289,23864000512,145.17241
EOLS,2024-12-05,-26272000,-0.91,-0.22333999,1.315,248326000,23.42857
EONR,2024-12-05,-567699,-0.07,-0.60733,-1.114,22964892,4.5
EOSE,2024-12-05,-154554000,-2.46,,2.388,14963000,4.14286
EP,2024-12-05,-3937685,-0.61,-0.37374002,,44956500,
EPAC,2024-12-05,150556000,1.5,0.14546,1.141,589510016,59.0
EPAM,2024-12-05,659422016,7.69,0.09679,1.457,4636846080,252.30952
EPC,2024-12-05,345500000,1.97,0.04375,0.857,2253700096,41.875
EPIX,2024-12-05,,-0.62,,1.84,,13.204
EPM,2024-12-05,31230000,0.14,0.053579997,0.858,87172000,7.625
EPOW,2024-12-05,-23207232,-1.08,-0.53790003,-0.004,45050404,
EPRX,2024-12-05,-31763176,-0.93,,1.228,,
EPSN,2024-12-05,16248349,0.24,0.16966999,0.408,31145316,7.0
EQ,2024-12-05,-9584000,-0.12,-0.19514999,1.826,42623000,3.33333
EQBK,2024-12-05,,1.15,0.10989001,0.894,157755008,50.0
EQH,2024-12-05,952000000,-0.91,-0.02688,1.397,10787000320,53.3
EQS,2024-12-05,,-0.51,11.40828,1.029,845000,
EQT,2024-12-05,2601137920,0.75,0.06797,1.069,4623048192,45.93087
EQV,2024-12-05,,,,,,
EQX,2024-12-05,302660000,0.55,0.19825001,1.191,1236929024,6.77
ERAS,2024-12-05,-150906000,-0.79,,1.161,,5.75
ERIE,2024-12-05,710918720,10.67,0.1516,0.454,3688691968,
ERII,2024-12-05,18800000,0.33,0.14352,1.226,135062000,20.6
ERNA,2024-12-05,-21863000,-8.31,,7.767,162000,
ERO,2024-12-05,166972992,0.19,0.03667,1.96,464134016,21.0
ES,2024-12-05,4149131008,-1.61,-0.047259998,0.622,11623559168,72.17333
ESAB,2024-12-05,528708000,4.45,0.09471,1.321,2759395072,130.55556
ESCA,2024-12-05,22686000,0.94,0.051960003,1.25,253074000,
ESE,2024-12-05,193608000,3.94,0.099530004,1.081,1000873024,147.75
ESEA,2024-12-05,132524704,16.28,0.57352,0.9,205168144,61.66667
ESGL,2024-12-05,-698735,-4.12,-0.46284,,5167684,
ESGR,2024-12-05,712249984,64.59,0.96345,0.654,1067000000,
ESHA,2024-12-05,,0.3,,,,
ESI,2024-12-05,497700000,1.09,0.1108,1.287,2406099968,31.85818
ESLA,2024-12-05,,-0.24,,0.238,,
ESLT,2024-12-05,568564992,5.84,0.03849,-0.159,6307468800,257.4
ESNT,2024-12-05,904417024,6.9,0.62217,1.12,1184350976,65.55556
ESOA,2024-12-05,28520954,1.45,0.06865,0.711,352073184,20.0
ESP,2024-12-05,6992969,2.46,0.15012,0.159,38736320,
ESPR,2024-12-05,16497000,-0.67,-0.29369,0.954,295451008,7.50833
ESQ,2024-12-05,,4.95,0.35959998,0.706,116205000,77.5
ESSA,2024-12-05,,1.78,0.2547,0.38,68480000,
ESTA,2024-12-05,-47944000,-2.59,-0.46126997,1.208,153071008,60.28571
ESTC,2024-12-05,-104325000,0.6,0.04618,0.943,1320988032,126.78783
ETD,2024-12-05,91749000,2.48,0.09989,1.273,636665984,32.0
ETN,2024-12-05,5449999872,9.4,0.15314001,1.01,24604999680,373.85126
ETNB,2024-12-05,-303812000,-2.96,,0.978,,30.125
ETON,2024-12-05,-5314000,-0.21,-0.21309,1.257,31381000,15.0
ETR,2024-12-05,4596974080,8.23,0.1481,0.701,11862153216,150.12666
ETSY,2024-12-05,438716000,1.96,0.091709994,1.992,2798491904,62.14815
ETWO,2024-12-05,35477000,-2.55,-0.4969,0.341,313215008,3.79167
EU,2024-12-05,-33033668,-0.28,-0.58432,1.191,35714264,9.48967
EUDA,2024-12-05,-2818011,-0.62,,-0.004,3811496,6.0
EURK,2024-12-05,,,,,,
EVBN,2024-12-05,,3.35,0.22431,0.947,82015000,50.05
EVC,2024-12-05,41916000,-0.11,-0.09664,0.99,1146066048,
EVCM,2024-12-05,115585000,-0.28,-0.075289994,1.079,693206016,12.63636
EVE,2024-12-05,,0.25,,-0.008,,
EVER,2024-12-05,15721000,0.36,0.03309,1.055,408440000,31.66667
EVEX,2024-12-05,-155132000,-0.48,,0.373,,5.79167
EVGN,2024-12-05,-19672000,-4.46,-2.10255,1.084,9449000,8.125
EVGO,2024-12-05,-69250000,-0.42,-0.18605,2.391,239306000,8.0
EVGR,2024-12-05,,0.28,,,,
EVH,2024-12-05,122927000,-0.92,-0.02931,1.587,2464253952,25.515
EVI,2024-12-05,19987000,0.49,0.02115,0.337,359113984,
EVLV,2024-12-05,-71235000,-0.11,-0.21377,1.336,89220000,4.25
EVOK,2024-12-05,,-10.13,-0.71333003,0.348,8617036,18.0
EVR,2024-12-05,,7.79,0.11495,1.358,2789085952,290.2857
EVRG,2024-12-05,2564199936,3.7,0.14769,0.608,5777800192,64.66
EVRI,2024-12-05,261236992,0.16,0.01716,2.139,760419008,14.2
EVTC,2024-12-05,239131008,1.28,0.102019995,1.156,823712000,36.0
EVTL,2024-12-05,-71945000,-4.23,,0.654,,10.453393
EVTV,2024-12-05,-8192210,-0.62,,0.76,1830034,
EW,2024-12-05,2052400000,2.59,0.65859,1.12,6314899968,78.91429
EWBC,2024-12-05,,7.92,0.46043998,1.265,2413808896,112.15385
EWCZ,2024-12-05,70854000,0.23,0.0561,1.231,223787008,8.5625
EWTX,2024-12-05,-145179008,-1.5,,0.153,,45.85714
EXAS,2024-12-05,-11337000,-1.16,-0.0795,1.272,2692327936,70.80952
EXC,2024-12-05,7148000256,2.43,0.106000006,0.61,22923999232,42.66706
EXE,2024-12-05,1656000000,1.63,0.07718,0.451,3291000064,104.75
EXEL,2024-12-05,635964032,1.55,0.22431,0.511,2081597952,32.05727
EXFY,2024-12-05,-4427000,-0.18,-0.11603,1.517,137440000,3.0
EXK,2024-12-05,40539000,-0.13,-0.13036,1.933,225927008,6.16667
EXLS,2024-12-05,287334016,1.14,0.10609999,0.992,1771004032,46.0
EXP,2024-12-05,779331968,14.13,0.21324,1.324,2267847936,312.0
EXPD,2024-12-05,1006916992,5.13,0.073860005,0.974,9923577856,117.0
EXPE,2024-12-05,1720000000,7.68,0.07966,1.785,13393999872,186.39758
EXPI,2024-12-05,12713000,-0.22,-0.0073900004,2.309,4458228224,15.75
EXPO,2024-12-05,120278000,2.06,0.20909001,0.695,508598016,116.0
EXTR,2024-12-05,-49122000,-0.96,-0.12111,1.77,1033270016,19.33333
EYE,2024-12-05,127380000,-1.04,-0.0073,1.417,2177092096,13.7
EYEN,2024-12-05,-34802844,-0.69,,1.755,31405,3.5
EYPT,2024-12-05,-114583800,-1.99,-2.26566,1.517,45713000,33.45455
EZFL,2024-12-05,-6079775,-9.98,-0.42223,-0.436,25849824,
EZGO,2024-12-05,-4429998,-63.06,-0.31247,1.94,19334254,
EZPW,2024-12-05,146426000,1.1,0.07153,,1161602048,15.83333
F,2024-12-05,9360000000,0.88,0.01931,1.636,182743007232,12.00958
FA,2024-12-05,204271008,0.03,0.00649,1.204,755643008,21.4
FAAS,2024-12-05,-1798419,-0.11,-0.10198,0.145,57730592,
FAF,2024-12-05,448100000,0.88,0.015800001,1.31,5872300032,76.4
FAMI,2024-12-05,2529737,2.12,0.018480001,1.214,86261504,
FANG,2024-12-05,6817999872,17.34,0.35208,1.875,9157000192,216.82759
FARM,2024-12-05,-2591000,-0.37,-0.02199,1.779,344272000,5.25
FARO,2024-12-05,25537000,-0.33,-0.01867,1.259,347732000,27.0
FAST,2024-12-05,1693200000,2.01,0.15439999,0.979,7480099840,73.86385
FAT,2024-12-05,9129000,-9.22,-0.24531999,1.841,606008000,15.0
FATBB,2024-12-05,9129000,-9.22,-0.24531999,1.841,606008000,
FATE,2024-12-05,-164668992,-1.64,,1.879,13447000,6.30769
FBIN,2024-12-05,972700032,3.55,0.09603,1.576,4666100224,90.37188
FBIO,2024-12-05,-90308000,-2.96,-0.49245998,1.746,82624000,14.33333
